created_at,author.username,author.name,author.description,author.verified,type,text,public_metrics.retweet_count,public_metrics.like_count,public_metrics.reply_count,public_metrics.quote_count,tweet_url,lang,geo.full_name
2023-08-02 20:59:28+00:00,JerryLStirewalt,Jerry Stirewalt,"Social worker for the mental health and homeless population. Artist, musician, father, husband and aggressive Trump hater. Recently retired due to health.",False,retweet,"NEW: Amid scrutiny about possible forced labor in its supply chains, the fast-fashion retailer Shein more than doubled its lobbying spending last quarter spending $600,000 on federal lobbying during the second quarter of 2023. 1/🧵\nhttps://t.co/VhzlanUbvG",23,30,2,2,https://twitter.com/JerryLStirewalt/status/1686844187193331713,en,
2023-08-02 20:58:34+00:00,kefish,Kate F,An aware & concerned American.,False,retweet,"NEW: Amid scrutiny about possible forced labor in its supply chains, the fast-fashion retailer Shein more than doubled its lobbying spending last quarter spending $600,000 on federal lobbying during the second quarter of 2023. 1/🧵\nhttps://t.co/VhzlanUbvG",23,30,2,2,https://twitter.com/kefish/status/1686843957924548608,en,
2023-08-02 20:52:24+00:00,baerhealth,Susan Brody,,False,retweet,"NEW: Amid scrutiny about possible forced labor in its supply chains, the fast-fashion retailer Shein more than doubled its lobbying spending last quarter spending $600,000 on federal lobbying during the second quarter of 2023. 1/🧵\nhttps://t.co/VhzlanUbvG",23,30,2,2,https://twitter.com/baerhealth/status/1686842406354726912,en,
2023-08-02 20:49:39+00:00,OpenSecretsDC,OpenSecrets.org,"The most comprehensive, nonpartisan money-in-politics resource. Follow our money in politics newsletter: https://t.co/v2F26JN8F8",False,retweet,"NEW: Amid scrutiny about possible forced labor in its supply chains, the fast-fashion retailer Shein more than doubled its lobbying spending last quarter spending $600,000 on federal lobbying during the second quarter of 2023. 1/🧵\nhttps://t.co/VhzlanUbvG",23,30,2,2,https://twitter.com/OpenSecretsDC/status/1686841715599269888,en,
2023-08-02 20:27:23+00:00,arielmichaeli,Ariel from Appfigures,Building @appfigures and talking about mobile apps. \nNewsletter → https://appfigures/newsletter,True,retweet,🗞️ Fast fashion SHEIN wants to IPO. What do the downloads say? https://t.co/7NGZKDOeys,1,2,0,0,https://twitter.com/arielmichaeli/status/1686836109681086465,en,
2023-08-02 20:02:15+00:00,broek15huis,proggy,,False,retweet,"Wie dacht dat fast fashion door Gen-Z gecanceld is, heeft het mis. Jongeren kopen massaal kleren van het Chinese Shein. Het bedrijf produceert kleding in een nog hogere versnelling dan concurrenten, met grote consequenties voor werknemers en het milieu. https://t.co/vRPrerAvn1",130,269,16,12,https://twitter.com/broek15huis/status/1686829786671321088,nl,
2023-08-02 19:49:47+00:00,EMSPally,👎,"CCT-Paramedic, Disney Fanatic, and Future Social Worker.I have a penchant for making up inappropriate lyrics to anything and falling asleep mid sentence.",False,original,Kind hope @SHEIN_Official and Temu start sponsoring football clubs and putting their fast fashion to the test.,0,0,0,0,https://twitter.com/EMSPally/status/1686826649810096129,en,
2023-08-02 19:48:12+00:00,NEKOV0MIT,mio ૮₍ °´ ˘ ` ° ₎ა,"☆ TW!! vent/dark content/g0re ☆ degenerate NEET,, obsessed with vn and rhythm games   pt-br/eng",False,original,sinto   falta   d  2020   qnd   jirai   era   desconhecid   no   ocidente    i   nn  tinha   essas   gringa  baranga   reclamand   d  aliexpress/shein  pq  e   fast  fashion   send  qi   jirai   é   literalmente   isso,1,9,0,0,https://twitter.com/NEKOV0MIT/status/1686826249870626819,pt,
2023-08-02 19:35:25+00:00,ThierryPette,pette thierry,,False,retweet,From @Breakingviews: E-commerce app Temu is taking on the larger Shein in selling cheap Chinese-made goods to Western consumers. @mak_robyn explains why the upstart may be on a collision course with Amazon https://t.co/QDbjOEDxGS https://t.co/aXkwKUYCL6,9,17,4,1,https://twitter.com/ThierryPette/status/1686823033627922433,en,
2023-08-02 19:20:09+00:00,rickypabari,ricky pabari,,False,retweet,"From @Breakingviews: E-commerce app Temu is taking on the larger Shein by selling cheap Chinese-made goods to Western consumers. That puts the company, owned by $119 billion PDD, on a collision course with $1.4 trillion Amazon, @mak_robyn explains https://t.co/9QwFkbiVUb https://t.co/etmdveXinU",1,2,1,0,https://twitter.com/rickypabari/status/1686819189455994882,en,
2023-08-02 19:14:47+00:00,AMontespan,Athénaïs de Montespan,Je ne veux pas d'abonnés.. ni d'extrême droite.. ni d'extrême gauche,False,retweet,"#Retail et #ecommerce 💻📲La cliente type de Shein n'est pas une jeune fille de 18 ans \nDécrié pour ses méthodes commerciales et l'opacité autour de la fabrication de ses produits notamment , l'e-shop chinois Shein 🇨🇳 de l’ultra fast-fashion et ses dérives poursuit son incursion… https://t.co/HoKBokSaYI https://t.co/VtKMNCgtIY",6,9,3,1,https://twitter.com/AMontespan/status/1686817840811122689,fr,
2023-08-02 18:23:58+00:00,srubenfeld,Samuel Rubenfeld formed a union 🔥,"reporter, @mlexclusive, @mlexguild. DMs open: Where is the dirty money? Former @kharondata, @WSJ, @djnf. Shalom to all my fans; salute to all my haters. he/him.",False,retweet,"NEW: Amid scrutiny about possible forced labor in its supply chains, the fast-fashion retailer Shein more than doubled its lobbying spending last quarter spending $600,000 on federal lobbying during the second quarter of 2023. 1/🧵\nhttps://t.co/VhzlanUbvG",23,30,2,2,https://twitter.com/srubenfeld/status/1686805051598139400,en,
2023-08-02 18:01:02+00:00,c82b5001896b4ae,BBBMFIC,Norwegian Rancher / was an IT Systems Technologist III for Sun Microsystems & a Vietnam veteran,False,retweet,"NEW: Amid scrutiny about possible forced labor in its supply chains, the fast-fashion retailer Shein more than doubled its lobbying spending last quarter spending $600,000 on federal lobbying during the second quarter of 2023. 1/🧵\nhttps://t.co/VhzlanUbvG",23,30,2,2,https://twitter.com/c82b5001896b4ae/status/1686799280890146866,en,
2023-08-02 17:31:35+00:00,oleosi,Jorge de Lorenzo,"Ahora en mis blogs, te sorprenderé con tema de interés",False,retweet,"NEW: Amid scrutiny about possible forced labor in its supply chains, the fast-fashion retailer Shein more than doubled its lobbying spending last quarter spending $600,000 on federal lobbying during the second quarter of 2023. 1/🧵\nhttps://t.co/VhzlanUbvG",23,30,2,2,https://twitter.com/oleosi/status/1686791870330925062,en,
2023-08-02 17:30:00+00:00,ReutersBiz,Reuters Business,The latest business and financial news from around the 🌍 with insights from @breakingviews. \n\nOur new daily podcast is here: https://t.co/WoRUGLyyeH,True,original,"From @Breakingviews: E-commerce app Temu is taking on the larger Shein by selling cheap Chinese-made goods to Western consumers. That puts the company, owned by $119 billion PDD, on a collision course with $1.4 trillion Amazon, @mak_robyn explains https://t.co/9QwFkbiVUb https://t.co/etmdveXinU",1,2,1,0,https://twitter.com/ReutersBiz/status/1686791472467587072,en,
2023-08-02 17:23:52+00:00,KarinRienstra,Karin Rienstra,Initiatiefnemer: Broedplaats  HAVEN 5 en Voedselbos - Fractievoorzitter GroenLinks Huizen,False,retweet,"Wie dacht dat fast fashion door Gen-Z gecanceld is, heeft het mis. Jongeren kopen massaal kleren van het Chinese Shein. Het bedrijf produceert kleding in een nog hogere versnelling dan concurrenten, met grote consequenties voor werknemers en het milieu. https://t.co/vRPrerAvn1",130,269,16,12,https://twitter.com/KarinRienstra/status/1686789928007462931,nl,
2023-08-02 17:14:37+00:00,PROPERTYSCOUT19,Equity Real Estate Locator,#AIRealEstate🏡PropertyScout... #BUY #SELL #Data #ML #IoT #AI #Bard #LLM #ChatGPT #DL #ML #Lakers #GenerativeAI #JesusSaved #Peace #DataAnalytics #BigData #Love,False,retweet,"From @Breakingviews: E-commerce app Temu is taking on the larger Shein by selling cheap Chinese-made goods to Western consumers. That puts the company, owned by $119 billion PDD, on a collision course with $1.4 trillion Amazon, @mak_robyn explains https://t.co/QDbjOECZRk https://t.co/ubokT6ZtWb",4,10,2,1,https://twitter.com/PROPERTYSCOUT19/status/1686787600613359635,en,
2023-08-02 17:14:31+00:00,3solstice,bill gawne,,False,retweet,"NEW: Amid scrutiny about possible forced labor in its supply chains, the fast-fashion retailer Shein more than doubled its lobbying spending last quarter spending $600,000 on federal lobbying during the second quarter of 2023. 1/🧵\nhttps://t.co/VhzlanUbvG",23,30,2,2,https://twitter.com/3solstice/status/1686787574973579289,en,
2023-08-02 17:10:00+00:00,ReutersAsia,Reuters Asia,The latest from Asia and around the world. Follow @Reuters for more,False,original,"From @Breakingviews: E-commerce app Temu is taking on the larger Shein by selling cheap Chinese-made goods to Western consumers. That puts the company, owned by $119 billion PDD, on a collision course with $1.4 trillion Amazon, @mak_robyn explains https://t.co/3elAcI6ANi https://t.co/bvh4arXWEk",0,3,0,0,https://twitter.com/ReutersAsia/status/1686786437017219072,en,
2023-08-02 17:07:59+00:00,KingsMagician,danielckopf,"chauffeur, entrepreneur, illusionist, musician, writer, artist, philosopher, idiot...",False,retweet,"NEW: Amid scrutiny about possible forced labor in its supply chains, the fast-fashion retailer Shein more than doubled its lobbying spending last quarter spending $600,000 on federal lobbying during the second quarter of 2023. 1/🧵\nhttps://t.co/VhzlanUbvG",23,30,2,2,https://twitter.com/KingsMagician/status/1686785928692666368,en,
2023-08-02 17:07:52+00:00,EmAreSeeAreAre,FreeSpeechMy🍑ss❗️,JESUS is my LORD & SAVIOR✝️ Waiting for the free speech Elon promised us🗣Trump/Kennedy 2024🇺🇸 Trump Won 2020🏆 Biden/FBI stole it😡 The Dems are evil😈 GenX!,False,retweet,"From @Breakingviews: E-commerce app Temu is taking on the larger Shein by selling cheap Chinese-made goods to Western consumers. That puts the company, owned by $119 billion PDD, on a collision course with $1.4 trillion Amazon, @mak_robyn explains https://t.co/QDbjOECZRk https://t.co/ubokT6ZtWb",4,10,2,1,https://twitter.com/EmAreSeeAreAre/status/1686785903174336517,en,
2023-08-02 17:05:49+00:00,AlMushagab,val 🌾🌹 OF Top 69% 18+ MDNI,"29 - They/Them - (for now, still figuring myself out)\nNSFW, I make porn for money - Sworkers of the world, unite.\n\n$1 dick rates (mean)",False,original,"Just ordered a bunch of shit from Shein, am I a woman now?\n\n(I know fast fashion is bad, please don't hate me I'm poor)",0,0,0,0,https://twitter.com/AlMushagab/status/1686785387463688217,en,
2023-08-02 17:00:59+00:00,TedGrunewald,"Theodore — Vax, Boost, & Mask — Grunewald",🌹• art • architecture • urbanism • preservation • ecology • advocacy •                                 wit wry and champagne dry,False,retweet,"NEW: Amid scrutiny about possible forced labor in its supply chains, the fast-fashion retailer Shein more than doubled its lobbying spending last quarter spending $600,000 on federal lobbying during the second quarter of 2023. 1/🧵\nhttps://t.co/VhzlanUbvG",23,30,2,2,https://twitter.com/TedGrunewald/status/1686784170670923776,en,
2023-08-02 17:00:15+00:00,ECCA1980,Ed Carl Clark-Ayers,"Fashion Branding Consultant & Creative Director of The Talent Unlimited Group.\nTrini by blood, Brooklyn by birth.\n#1894 #1906\n*A retweet/like ≠ endorsement*",False,retweet,"NEW: Amid scrutiny about possible forced labor in its supply chains, the fast-fashion retailer Shein more than doubled its lobbying spending last quarter spending $600,000 on federal lobbying during the second quarter of 2023. 1/🧵\nhttps://t.co/VhzlanUbvG",23,30,2,2,https://twitter.com/ECCA1980/status/1686783982589952021,en,
2023-08-02 17:00:00+00:00,Reuters,Reuters,"Top and breaking news, pictures and videos from Reuters. For more breaking business news, follow @ReutersBiz. Our new daily podcast is here: https://t.co/KO0QFy0d3a",False,original,"From @Breakingviews: E-commerce app Temu is taking on the larger Shein by selling cheap Chinese-made goods to Western consumers. That puts the company, owned by $119 billion PDD, on a collision course with $1.4 trillion Amazon, @mak_robyn explains https://t.co/QDbjOECZRk https://t.co/ubokT6ZtWb",4,10,2,1,https://twitter.com/Reuters/status/1686783921390862353,en,
2023-08-02 16:58:46+00:00,leadlion1,troyoneal,,False,retweet,"NEW: Amid scrutiny about possible forced labor in its supply chains, the fast-fashion retailer Shein more than doubled its lobbying spending last quarter spending $600,000 on federal lobbying during the second quarter of 2023. 1/🧵\nhttps://t.co/VhzlanUbvG",23,30,2,2,https://twitter.com/leadlion1/status/1686783609351684096,en,
2023-08-02 16:58:32+00:00,leonardkl,Kimberly Leonard,Florida Playbook author and politics reporter @Politico. Send tips to kleonard@politico.com.,False,retweet,"NEW: Amid scrutiny about possible forced labor in its supply chains, the fast-fashion retailer Shein more than doubled its lobbying spending last quarter spending $600,000 on federal lobbying during the second quarter of 2023. 1/🧵\nhttps://t.co/VhzlanUbvG",23,30,2,2,https://twitter.com/leonardkl/status/1686783550425645066,en,
2023-08-02 16:58:12+00:00,OpenSecretsDC,OpenSecrets.org,"The most comprehensive, nonpartisan money-in-politics resource. Follow our money in politics newsletter: https://t.co/v2F26JN8F8",False,original,"NEW: Amid scrutiny about possible forced labor in its supply chains, the fast-fashion retailer Shein more than doubled its lobbying spending last quarter spending $600,000 on federal lobbying during the second quarter of 2023. 1/🧵\nhttps://t.co/VhzlanUbvG",23,30,2,2,https://twitter.com/OpenSecretsDC/status/1686783468821266516,en,
2023-08-02 15:34:26+00:00,Josydesou,Josdesousa,En Caracas porque migrar no es para mi,False,original,La ropita de Shein està muy bonita en foto.\nEs literalmente fast fashion de lo.pepr (aunque Zara también)\nLa realidad es que las telas están horribles y los acabados ni hablar.,0,0,0,0,https://twitter.com/Josydesou/status/1686762387527929856,es,
2023-08-02 15:13:41+00:00,giftedswifted,𝒮𝒶𝓇𝒶𝒽 (𝒯𝒶𝓎𝓁𝑜𝓇’𝓈 𝓋𝑒𝓇𝓈𝒾𝑜𝓃),I stress about stress before there is even stress to stress about | Bestie @BornThisSwift13,False,reply,@ElijahWalters14 Her current eras tour outfit is still fast fashion and even in 2020 we knew about the horrors of shein,0,1,0,0,https://twitter.com/giftedswifted/status/1686757166089129984,en,
2023-08-02 15:10:00+00:00,appfigures,Appfigures,"Analytics, Intelligence, and #ASO tools for mobile #app makers, marketers, and analysts. \n\nGet the weekly #newsletter @ https://t.co/3UTVNrH87G",True,original,🗞️ Fast fashion SHEIN wants to IPO. What do the downloads say? https://t.co/7NGZKDOeys,1,2,0,0,https://twitter.com/appfigures/status/1686756239324389376,en,
2023-08-02 15:02:14+00:00,Yvonne61275,Oma 60 koe NEDERLAND=DICTATUUR,TIJD VOOR EEN REVOLUTIE!! EN IK MOET HELEMAAL NIKS🖕🖕🖕🖕,False,retweet,@SHEIN_Official The employees are paid per item; there is neither a basic wage nor an overtime premium; they work 11 hours a day and have one or two free days a month. Shein’s cheap fast fashion cannot come at the price of egregious human rights abuses. \n\nhttps://t.co/z6FgobuBxG https://t.co/GJN9GsP68z,2,5,1,0,https://twitter.com/Yvonne61275/status/1686754285806030848,en,
2023-08-02 15:01:10+00:00,ZZeester,zeester Zeester,"De menselijke geest is de kracht die de wereld beweegt, niet dwang.",False,retweet,@SHEIN_Official The employees are paid per item; there is neither a basic wage nor an overtime premium; they work 11 hours a day and have one or two free days a month. Shein’s cheap fast fashion cannot come at the price of egregious human rights abuses. \n\nhttps://t.co/z6FgobuBxG https://t.co/GJN9GsP68z,2,5,1,0,https://twitter.com/ZZeester/status/1686754017635094528,en,
2023-08-02 14:56:18+00:00,IESEGResearch,IÉSEG Research,🇫🇷/🇬🇧 @IESEG #research Twitter account\nTweet with #IESEGresearch #CSR #Sustainability #IA #BigData #Ethics #Finance #Marketing #Management #Entrepreneurship,False,original,#Shein : l’ascension (pas si) brillante de la nouvelle star de la fast-fashion. Par Ghassan Yacoub et @loicple (@IESEG) https://t.co/765ggmGZHi via @FR_Conversation #IESEGResearch #Chine #jeunes #mode #textile #générationZ #lowcost #déchets #fastfashion https://t.co/w1OO0UNUO2,2,2,0,0,https://twitter.com/IESEGResearch/status/1686752793430753281,fr,
2023-08-02 14:45:38+00:00,mikecoulson48,Mani Isna La #NativeLivesMatter 🇵🇸 🇨🇺🕊,"Socialist ex-Labour, Unite community. Supporting Indy Lifeboats & Water Safety. Homelessness. Indigenous Rights. Mastodon mikecoulson48@mindly.social",True,original,Fast-Fashion Corporation Shein Makes Billions of Dollars by Exploiting Workers and Violating Labor Laws https://t.co/0jvo8Vy1QZ\n 5 shocking facts about the #UltraFastFashion company. Thread by @Greenpeace on Thread Reader App https://t.co/wuRoFEDWAQ https://t.co/ZjbCwgTLs9,0,0,0,0,https://twitter.com/mikecoulson48/status/1686750105540481025,en,"Yorkshire and The Humber, England"
2023-08-02 14:36:20+00:00,jiwhogws,*strilla*,dice che mi ama ma lo so che mente \n\nportella 2,False,original,fast fashion poi se compro u a maglietta a 4 euro su shein ci mettono 4 mesi x spedirla bo fast nn tanto,0,1,0,0,https://twitter.com/jiwhogws/status/1686747768730116097,it,
2023-08-02 13:59:33+00:00,ZZeester,zeester Zeester,"De menselijke geest is de kracht die de wereld beweegt, niet dwang.",False,reply,@SHEIN_Official employees are paid per item; there is neither a basic wage nor an overtime premium;they work 11 hours a day and have one or two free days a month.Shein’s cheap fast fashion cannot come at the price of egregious human rights abuses. https://t.co/aDNPSTZoTA\n\nhttps://t.co/z6Fgobu3I8 https://t.co/rv7MZRpEer,0,0,0,0,https://twitter.com/ZZeester/status/1686738509699198976,en,
2023-08-02 13:30:01+00:00,Echangeur,Echangeur BNP Paribas Personal Finance,Innovation center dedicated to retail Conferences | Trend reports | Keynotes | Store & Tech Tour | #AccessPanel ⚡,False,retweet,"#Retail et #ecommerce 💻📲La cliente type de Shein n'est pas une jeune fille de 18 ans \nDécrié pour ses méthodes commerciales et l'opacité autour de la fabrication de ses produits notamment , l'e-shop chinois Shein 🇨🇳 de l’ultra fast-fashion et ses dérives poursuit son incursion… https://t.co/HoKBokSaYI https://t.co/VtKMNCgtIY",6,9,3,1,https://twitter.com/Echangeur/status/1686731077329522689,fr,
2023-08-02 13:22:27+00:00,RLDI_Lamy,Dr. de l'immatériel,"Lionel Costes, \nRédacteur en chef\nDirecteur de collection\nLamy Droit de l’Immatériel",False,retweet,"#Retail et #ecommerce 💻📲La cliente type de Shein n'est pas une jeune fille de 18 ans \nDécrié pour ses méthodes commerciales et l'opacité autour de la fabrication de ses produits notamment , l'e-shop chinois Shein 🇨🇳 de l’ultra fast-fashion et ses dérives poursuit son incursion… https://t.co/HoKBokSaYI https://t.co/VtKMNCgtIY",6,9,3,1,https://twitter.com/RLDI_Lamy/status/1686729173866328065,fr,
2023-08-02 13:21:11+00:00,JennaLUSA,Jenna Linden,I'm passionate about news and public affairs.,False,original,Breakingviews TV: Fast fashion wars #AmericanConsumer #AmericanCustomerSatisfaction #Consumer #ConsumerNews [Video] E-commerce app Temu is taking on the larger Shein in selling cheap Chinese-made goods to Western consumers. The battle for American… https://t.co/Z8Z0u0R635,0,0,0,0,https://twitter.com/JennaLUSA/status/1686728855804129282,en,
2023-08-02 13:17:37+00:00,ZZeester,zeester Zeester,"De menselijke geest is de kracht die de wereld beweegt, niet dwang.",False,reply,@SHEIN_Official ModernSlavery…The employees are paid per item; there is neither a basic wage nor an overtime premium; they work 11 hours a day and have one or two free days a month. Shein’s cheap fast fashion cannot come at the price of egregious human rights abuses.\n\nhttps://t.co/z6Fgobu3I8 https://t.co/VUlflENqNw,0,1,0,0,https://twitter.com/ZZeester/status/1686727956431872000,en,
2023-08-02 13:00:40+00:00,klankplank,Studio Klankplank,Studio Klankplank - podcast producties & advies | Met oa. @bartvanmaanen,False,retweet,"Wie dacht dat fast fashion door Gen-Z gecanceld is, heeft het mis. Jongeren kopen massaal kleren van het Chinese Shein. Het bedrijf produceert kleding in een nog hogere versnelling dan concurrenten, met grote consequenties voor werknemers en het milieu. https://t.co/vRPrerAvn1",130,269,16,12,https://twitter.com/klankplank/status/1686723690703024128,nl,
2023-08-02 12:48:58+00:00,edwinschrijft,Edwin Bierling Schrijft ✍️,Schrijver verliefd op schrijven met een passie voor internetondernemen.,False,retweet,"Wie dacht dat fast fashion door Gen-Z gecanceld is, heeft het mis. Jongeren kopen massaal kleren van het Chinese Shein. Het bedrijf produceert kleding in een nog hogere versnelling dan concurrenten, met grote consequenties voor werknemers en het milieu. https://t.co/vRPrerAvn1",130,269,16,12,https://twitter.com/edwinschrijft/status/1686720747341811712,nl,
2023-08-02 12:18:09+00:00,laafjes,Lucette Aafjes-Remmelenkamp,mens,False,retweet,"Wie dacht dat fast fashion door Gen-Z gecanceld is, heeft het mis. Jongeren kopen massaal kleren van het Chinese Shein. Het bedrijf produceert kleding in een nog hogere versnelling dan concurrenten, met grote consequenties voor werknemers en het milieu. https://t.co/vRPrerAvn1",130,269,16,12,https://twitter.com/laafjes/status/1686712992983842816,nl,
2023-08-02 12:08:09+00:00,mvndercover,m 🏳️‍🌈,20 | she/her,False,reply,@Anna_b360 @giftedswifted yeah i agree with u that shein is really bad and i do not support it myself.but saying that you cannot criticize one of the biggest celebrities bc u bought sth from a fast fashion brand is wild to me.especially that if ur a plus size woman its really hard to find clothes that fit,0,1,0,0,https://twitter.com/mvndercover/status/1686710476061671424,en,
2023-08-02 12:03:05+00:00,Anna_b360,Holding the matches,only here for Australian Survivor and Taylor Swift,False,reply,"@mvndercover @giftedswifted I get what you’re saying, but I think there’s a scale of how bad certain fast fashion is. I can buy from Kmart and am able to use it for years. \n\nShein has some of the worst slave labour working conditions and cheep materials out there. Their clothes last maybe two wears.",0,1,2,0,https://twitter.com/Anna_b360/status/1686709199663972354,en,
2023-08-02 12:00:58+00:00,jeancayeux,Jean CAYEUX IT 🇫🇷,"Transformation numérique #transfonum :  cybersécurité, dématérialisation, présence numérique, formation, assistance info, veille. #Humaine #Aristote #Science",False,retweet,"#Retail et #ecommerce 💻📲La cliente type de Shein n'est pas une jeune fille de 18 ans \nDécrié pour ses méthodes commerciales et l'opacité autour de la fabrication de ses produits notamment , l'e-shop chinois Shein 🇨🇳 de l’ultra fast-fashion et ses dérives poursuit son incursion… https://t.co/HoKBokSaYI https://t.co/VtKMNCgtIY",6,9,3,1,https://twitter.com/jeancayeux/status/1686708665426849792,fr,
2023-08-02 12:00:55+00:00,JeromeMONANGE,Jérôme MONANGE ,Conseil #marketing #communication Expert #Retail ➡️#LabLUXURYandRETAIL #luxe #FutureofRetail  Prof INSEEC ISG ESLSCA ESG #influence @LaBrigadeDuWeb ➡️#VIVATECH,True,reply,"La cliente type de Shein n'est pas une jeune fille de 18 ans \nDécrié pour ses méthodes commerciales et l'opacité autour de la fabrication de ses produits notamment , l'e-shop chinois Shein 🇨🇳 de l’ultra fast-fashion et ses dérives poursuit son incursion au sein des garde-robes… https://t.co/kW8jXBU9UU https://t.co/ZnKTIUD36z",0,1,0,0,https://twitter.com/JeromeMONANGE/status/1686708653401718784,fr,"Paris, France"
2023-08-02 11:56:45+00:00,JeromeMONANGE,Jérôme MONANGE ,Conseil #marketing #communication Expert #Retail ➡️#LabLUXURYandRETAIL #luxe #FutureofRetail  Prof INSEEC ISG ESLSCA ESG #influence @LaBrigadeDuWeb ➡️#VIVATECH,True,original,"#Retail et #ecommerce 💻📲La cliente type de Shein n'est pas une jeune fille de 18 ans \nDécrié pour ses méthodes commerciales et l'opacité autour de la fabrication de ses produits notamment , l'e-shop chinois Shein 🇨🇳 de l’ultra fast-fashion et ses dérives poursuit son incursion… https://t.co/HoKBokSaYI https://t.co/VtKMNCgtIY",6,9,3,1,https://twitter.com/JeromeMONANGE/status/1686707606864252929,fr,"Paris, France"
2023-08-02 11:52:09+00:00,DarthSchuffi666,The Real Sweet Tooth🐦📯🏳️‍🌈🇺🇦,"Member of The Satanic Temple, President of Reptotech Inc., Chemtrailpilot, WHO Befürworter, Pink Block, Gay Rights Activist, Antifant",False,reply,@SHEIN_Japan STOPP FAST FASHION,0,0,0,0,https://twitter.com/DarthSchuffi666/status/1686706450523987968,sv,
2023-08-02 11:51:06+00:00,VeroBer45500,💉💉 💉 💉 Ber Véro,"Reader, movie goer, interpreter, translator, family member. Views are my own. Wurundjeri Country.",False,original,That 4 Corners episode on Shein and fast fashion oh my.... do watch it but more importantly get your kids and the younger generations watch it. If they want to save the planet that's something they can do.,0,1,0,0,https://twitter.com/VeroBer45500/status/1686706185175769088,en,
2023-08-02 10:23:00+00:00,rights_centre,Global Human Rights Centre,"Global Institute building rights-based business supply chains via #HRDD, education, research & campaigning against gendered violence in supply chains.",False,original,#Shein urges US retail industry to address 'de minimis' loophole accusations related to Uyghur Forced Labour Prevention Act. The fast fashion giant calls for collaborative action to ensure compliance. #UFLPA #fastfashion #Uyghur #Forcedlabour,0,0,1,0,https://twitter.com/rights_centre/status/1686684012079620096,en,
2023-08-02 10:04:30+00:00,euronewsculture,Euronews Culture,We bring you the best of Europe's cultural scene. \n💌 Get our newsletter: https://t.co/VIgiOEWTZk,False,original,🛍️ Chinese e-commerce giants are in a war to corner the market for cheap clothing. Along the way they are leaving behind allegedly abusive deals with suppliers and intellectual property infringements.\n\nGoal: the lowest possible prices.\nhttps://t.co/yC4xQBMI1O,0,2,0,0,https://twitter.com/euronewsculture/status/1686679356221820928,en,
2023-08-02 09:48:51+00:00,582rc2p2tj,concerned citizen,"Nothing surprise me in these days. Allergic to communism. There are too many things to resolve in this bizarre world. Against Pedofiles, anarquísts, terrorists",False,retweet,From @Breakingviews: E-commerce app Temu is taking on the larger Shein in selling cheap Chinese-made goods to Western consumers. @mak_robyn explains why the upstart may be on a collision course with Amazon https://t.co/9QwFkbiVUb https://t.co/2wYNtAZ5xE,3,2,2,0,https://twitter.com/582rc2p2tj/status/1686675417279942656,en,
2023-08-02 09:38:39+00:00,Thebear261,Thebear26,Free thinker\nhe/man,False,retweet,From @Breakingviews: E-commerce app Temu is taking on the larger Shein in selling cheap Chinese-made goods to Western consumers. @mak_robyn explains why the upstart may be on a collision course with Amazon https://t.co/9QwFkbiVUb https://t.co/2wYNtAZ5xE,3,2,2,0,https://twitter.com/Thebear261/status/1686672851330371584,en,
2023-08-02 09:36:27+00:00,ElineHolten,ElineHolten,"Directeur Endoor, goed in verbinden van de leervraag uit de arbeidsmarkt aan het aanbod van ROC van Twente",False,retweet,"Wie dacht dat fast fashion door Gen-Z gecanceld is, heeft het mis. Jongeren kopen massaal kleren van het Chinese Shein. Het bedrijf produceert kleding in een nog hogere versnelling dan concurrenten, met grote consequenties voor werknemers en het milieu. https://t.co/vRPrerAvn1",130,269,16,12,https://twitter.com/ElineHolten/status/1686672299565424640,nl,
2023-08-02 09:33:42+00:00,CyhAlexand64969,Alexandra CyH,Consultant,False,retweet,From @Breakingviews: E-commerce app Temu is taking on the larger Shein in selling cheap Chinese-made goods to Western consumers. @mak_robyn explains why the upstart may be on a collision course with Amazon https://t.co/9QwFkbiVUb https://t.co/2wYNtAZ5xE,3,2,2,0,https://twitter.com/CyhAlexand64969/status/1686671605416542208,en,
2023-08-02 09:30:25+00:00,mamabea36874495,JLM,#YOONGI: Listen boy~ My first love story FESTAAA IKTR,False,retweet,From @Breakingviews: E-commerce app Temu is taking on the larger Shein in selling cheap Chinese-made goods to Western consumers. @mak_robyn explains why the upstart may be on a collision course with Amazon https://t.co/QDbjOEDxGS https://t.co/aXkwKUYCL6,9,17,4,1,https://twitter.com/mamabea36874495/status/1686670778274926592,en,
2023-08-02 09:30:00+00:00,ReutersBiz,Reuters Business,The latest business and financial news from around the 🌍 with insights from @breakingviews. \n\nOur new daily podcast is here: https://t.co/WoRUGLyyeH,True,original,From @Breakingviews: E-commerce app Temu is taking on the larger Shein in selling cheap Chinese-made goods to Western consumers. @mak_robyn explains why the upstart may be on a collision course with Amazon https://t.co/9QwFkbiVUb https://t.co/2wYNtAZ5xE,3,2,2,0,https://twitter.com/ReutersBiz/status/1686670676365631490,en,
